age,income,loan_amount,credit_score,late_payments,debt_ratio,employment_years,married,default
30,496.0,2375.0,617.0,3,60.3,4,1,0
48,381.0,1856.0,738.0,1,34.3,6,1,0
23,615.0,1859.0,758.0,0,37.5,7,0,0
26,241.0,2141.0,648.0,0,33.6,18,1,0
50,277.0,2079.0,582.0,2,63.1,0,0,1
58,448.0,1714.0,766.0,1,42.2,17,0,0
59,518.0,2177.0,618.0,1,36.0,21,1,0
40,358.0,1839.0,652.0,1,57.0,10,0,0
29,269.0,1847.0,605.0,2,35.4,21,1,0
22,574.0,2082.0,700.0,1,71.4,15,1,0
43,293.0,1774.0,626.0,0,52.6,20,1,0
38,417.0,1940.0,729.0,0,35.8,10,1,0
28,525.0,2025.0,641.0,0,41.1,20,1,0
46,331.0,2243.0,718.0,2,37.3,8,0,0
25,312.0,2214.0,615.0,0,43.5,6,0,0
57,319.0,2012.0,766.0,1,30.2,21,0,0
27,479.0,804.0,645.0,1,57.0,14,0,0
52,497.0,2002.0,686.0,1,29.5,10,1,0
40,384.0,2067.0,597.0,2,38.5,22,1,0
60,587.0,2152.0,679.0,1,39.7,18,0,0
48,384.0,1498.0,599.0,0,32.8,6,0,0
31,522.0,1009.0,677.0,1,23.1,15,1,0
47,332.0,2239.0,613.0,2,38.4,2,0,0
40,637.0,1386.0,669.0,0,38.5,15,0,0
60,553.0,2413.0,713.0,3,32.7,7,0,0
24,366.0,1657.0,584.0,1,33.1,25,0,0
34,538.0,1469.0,677.0,3,37.5,9,1,0
49,532.0,2047.0,709.0,3,48.5,8,0,0
41,551.0,2159.0,708.0,1,47.7,2,1,0
49,120.0,2134.0,814.0,1,40.8,6,0,0
29,459.0,2111.0,628.0,0,31.7,7,1,0
60,440.0,1603.0,680.0,3,32.6,2,1,0
22,432.0,1259.0,802.0,2,33.6,15,1,0
24,404.0,1736.0,584.0,1,31.5,21,1,0
34,407.0,1419.0,519.0,1,25.0,13,1,0
49,521.0,2082.0,717.0,0,28.2,6,0,0
46,439.0,2267.0,753.0,0,42.0,3,1,0
54,404.0,1973.0,532.0,1,29.6,5,1,0
59,505.0,1900.0,658.0,1,36.4,6,1,0
27,426.0,1770.0,609.0,1,36.0,11,0,0
53,436.0,2312.0,702.0,1,40.6,6,1,0
42,585.0,1131.0,678.0,1,29.4,0,1,0
37,332.0,1393.0,772.0,1,5.0,17,1,0
42,213.0,2667.0,586.0,1,29.8,10,0,0
32,388.0,1373.0,707.0,1,26.8,10,0,0
58,404.0,2123.0,724.0,0,15.0,16,1,0
57,459.0,2209.0,684.0,2,30.5,24,1,0
56,392.0,1091.0,540.0,0,29.2,11,0,0
40,463.0,1172.0,709.0,1,35.7,22,1,0
41,656.0,2431.0,629.0,1,41.2,22,0,0
39,468.0,1491.0,558.0,2,54.7,18,1,0
35,488.0,1503.0,706.0,4,36.9,20,1,0
36,366.0,1681.0,734.0,2,36.3,17,1,0
52,228.0,1492.0,637.0,0,56.0,20,0,0
22,127.0,2121.0,738.0,0,23.3,23,1,0
24,323.0,1404.0,739.0,0,24.0,12,1,0
37,120.0,1074.0,679.0,1,42.0,9,0,0
44,436.0,2386.0,722.0,0,49.2,18,1,0
32,338.0,1424.0,748.0,1,50.3,3,1,0
33,236.0,1584.0,717.0,2,18.0,23,1,0
31,394.0,2249.0,520.0,1,18.2,14,0,0
53,299.0,1930.0,504.0,1,34.8,17,0,0
37,430.0,2367.0,755.0,1,43.1,0,0,0
29,458.0,2255.0,632.0,1,32.2,18,1,0
59,303.0,1710.0,645.0,0,24.2,1,1,0
33,354.0,2329.0,812.0,1,23.3,9,0,0
45,404.0,1970.0,629.0,3,46.4,17,1,0
49,225.0,1649.0,670.0,3,46.7,3,1,0
29,404.0,2022.0,681.0,0,42.3,21,0,0
49,223.0,1350.0,665.0,0,35.5,9,1,0
57,442.0,2250.0,774.0,3,27.3,25,0,0
47,332.0,2196.0,654.0,1,16.9,20,1,0
29,222.0,1951.0,730.0,3,21.0,3,0,0
49,316.0,1094.0,685.0,1,15.6,23,1,0
49,321.0,2385.0,748.0,0,33.0,20,1,0
58,498.0,2084.0,584.0,1,40.7,17,0,0
57,399.0,1890.0,522.0,1,36.7,19,0,0
48,275.0,1824.0,682.0,2,50.2,22,0,0
38,561.0,1675.0,621.0,3,37.8,3,1,0
30,449.0,1755.0,783.0,0,19.6,14,1,0
54,343.0,2223.0,674.0,2,34.6,21,0,0
41,209.0,1683.0,695.0,0,34.9,17,1,0
34,333.0,1785.0,658.0,0,41.0,8,0,0
49,356.0,1846.0,634.0,1,44.5,19,1,0
50,421.0,1858.0,684.0,0,40.7,16,1,0
34,447.0,1641.0,751.0,1,31.1,2,0,0
56,469.0,1829.0,658.0,3,49.8,12,1,0
27,203.0,2044.0,653.0,0,44.4,6,0,0
39,403.0,1520.0,736.0,1,10.1,13,1,0
26,362.0,1830.0,562.0,3,43.6,25,0,0
46,675.0,2711.0,763.0,0,27.1,24,1,0
23,387.0,1873.0,624.0,1,18.5,5,1,0
31,312.0,1509.0,746.0,2,38.5,13,0,0
51,392.0,1460.0,701.0,4,59.2,13,0,0
26,379.0,1369.0,534.0,0,35.5,13,0,0
54,161.0,2583.0,681.0,1,33.1,19,0,0
22,425.0,2323.0,772.0,1,37.0,17,0,0
39,346.0,1358.0,659.0,0,59.9,8,1,0
53,377.0,1990.0,665.0,0,33.3,11,1,0
32,284.0,2414.0,626.0,0,45.8,13,0,0
42,260.0,1883.0,764.0,2,32.0,23,0,0
47,477.0,1694.0,648.0,1,30.2,22,0,0
46,502.0,2841.0,805.0,1,50.1,15,0,0
43,426.0,1100.0,761.0,0,25.0,1,0,0
48,181.0,3006.0,773.0,0,43.5,15,1,0
34,433.0,1925.0,686.0,1,32.6,17,0,0
54,182.0,2442.0,646.0,4,28.4,23,1,0
55,307.0,1396.0,713.0,1,31.8,8,1,0
56,475.0,1595.0,789.0,1,13.5,24,1,0
22,452.0,1446.0,804.0,2,25.5,7,0,0
42,430.0,1858.0,550.0,1,37.3,0,0,0
27,524.0,2029.0,869.0,1,33.5,4,0,0
49,442.0,2348.0,698.0,1,26.5,6,1,0
38,158.0,1181.0,735.0,2,50.8,9,1,0
26,339.0,1966.0,617.0,2,26.1,21,1,0
52,375.0,2276.0,613.0,2,50.4,10,1,0
26,363.0,2355.0,579.0,1,37.5,11,1,0
59,312.0,1715.0,799.0,3,33.4,0,1,0
24,267.0,1720.0,632.0,3,36.9,25,1,0
44,644.0,1861.0,674.0,0,38.9,5,1,0
58,337.0,1978.0,659.0,1,26.4,3,1,0
58,639.0,2447.0,609.0,1,26.7,2,0,0
31,254.0,1392.0,666.0,2,34.0,3,0,0
31,452.0,1570.0,686.0,0,40.4,23,0,0
40,405.0,1341.0,767.0,2,42.6,5,0,0
38,279.0,2080.0,606.0,1,48.5,24,1,0
42,329.0,2363.0,639.0,2,23.7,4,0,0
35,378.0,1303.0,719.0,3,39.6,8,0,0
30,287.0,1937.0,683.0,3,35.9,3,1,0
22,352.0,2332.0,684.0,1,30.7,13,0,0
34,120.0,2230.0,612.0,2,56.0,14,1,0
25,458.0,2225.0,734.0,0,40.3,3,1,0
22,515.0,1400.0,779.0,1,50.3,21,0,0
53,430.0,2223.0,772.0,0,5.0,13,0,0
55,629.0,1822.0,666.0,3,46.5,9,0,0
49,455.0,2349.0,499.0,1,41.4,6,1,0
52,506.0,2089.0,696.0,4,43.0,17,1,0
29,516.0,1557.0,687.0,3,33.1,19,1,0
60,120.0,2017.0,609.0,1,57.1,14,0,0
47,427.0,2244.0,622.0,1,34.0,7,0,0
55,228.0,1687.0,610.0,2,35.8,8,0,0
24,250.0,1954.0,699.0,1,26.2,4,1,0
33,269.0,1339.0,622.0,2,35.6,5,1,0
22,346.0,2131.0,692.0,2,34.3,25,1,0
26,452.0,1876.0,846.0,2,46.7,11,1,0
51,428.0,2284.0,667.0,2,42.3,6,1,0
51,379.0,2119.0,599.0,0,47.7,6,0,0
38,459.0,1729.0,578.0,2,34.9,14,1,0
44,466.0,1545.0,703.0,2,32.6,18,0,0
36,429.0,1448.0,820.0,3,44.8,12,1,0
58,190.0,1687.0,617.0,1,37.6,17,1,0
42,299.0,2273.0,529.0,0,12.4,9,0,0
35,383.0,1162.0,800.0,2,31.5,7,1,0
23,461.0,1465.0,856.0,4,14.1,24,0,0
32,234.0,2261.0,733.0,0,27.8,10,0,0
60,379.0,2458.0,710.0,4,46.3,7,0,0
59,208.0,1487.0,685.0,1,32.6,7,1,0
55,493.0,1460.0,728.0,1,33.3,14,1,0
59,407.0,2491.0,724.0,1,34.1,1,1,0
55,232.0,1848.0,700.0,3,36.1,19,0,0
39,231.0,1524.0,613.0,1,32.7,21,0,0
51,423.0,2339.0,699.0,2,54.2,23,1,0
36,531.0,2111.0,673.0,0,19.0,12,1,0
48,259.0,2209.0,624.0,1,38.3,17,1,0
55,467.0,1546.0,699.0,1,41.6,11,1,0
59,320.0,2057.0,646.0,2,27.1,7,0,0
54,471.0,2423.0,685.0,3,42.5,16,1,0
45,455.0,2169.0,712.0,1,29.3,5,1,0
36,397.0,2286.0,722.0,2,40.8,15,1,0
51,178.0,2489.0,648.0,1,23.4,23,1,0
38,455.0,2080.0,712.0,0,36.9,23,1,0
26,435.0,1663.0,728.0,1,58.3,22,1,0
50,425.0,2268.0,748.0,1,26.9,22,0,0
25,402.0,1436.0,701.0,0,31.8,13,0,0
31,283.0,1807.0,722.0,0,52.5,9,1,0
38,499.0,2147.0,651.0,0,48.4,24,1,0
31,479.0,549.0,860.0,1,53.5,1,0,0
38,262.0,2006.0,676.0,0,32.3,12,1,0
41,525.0,2026.0,758.0,1,39.5,0,1,0
45,394.0,1423.0,646.0,0,40.6,17,1,0
26,394.0,2037.0,706.0,3,28.2,13,1,0
55,361.0,1980.0,704.0,1,24.8,2,1,0
27,371.0,1914.0,717.0,2,23.6,14,1,0
23,531.0,2400.0,621.0,2,31.0,8,1,0
34,494.0,2269.0,707.0,4,23.2,25,0,0
32,491.0,2169.0,646.0,0,29.2,12,1,0
44,400.0,1470.0,737.0,1,25.9,22,0,0
37,478.0,1893.0,619.0,0,41.1,4,0,0
52,288.0,2397.0,701.0,2,40.0,4,0,0
32,444.0,1810.0,678.0,1,30.3,21,0,0
37,363.0,2553.0,810.0,1,32.6,1,1,0
29,153.0,2181.0,758.0,2,42.0,0,0,0
25,206.0,2618.0,776.0,2,32.5,16,0,0
25,307.0,1452.0,626.0,2,30.0,18,1,0
46,426.0,1835.0,653.0,1,22.7,16,1,0
24,307.0,1875.0,680.0,1,49.1,8,1,0
53,315.0,2155.0,760.0,1,19.8,9,0,0
24,464.0,1590.0,706.0,2,32.8,14,1,0
48,319.0,1225.0,628.0,2,27.1,12,1,0
50,526.0,2059.0,631.0,1,37.5,20,0,0
53,508.0,1746.0,763.0,2,31.5,24,1,0
40,382.0,1702.0,709.0,3,36.8,20,0,0
42,463.0,1609.0,684.0,0,27.6,16,1,0
26,448.0,1952.0,678.0,4,31.5,22,1,0
39,353.0,1448.0,743.0,2,22.5,6,1,0
49,475.0,1818.0,606.0,2,25.9,3,0,0
43,491.0,1552.0,684.0,3,31.4,2,0,0
42,275.0,1644.0,688.0,2,37.6,0,1,0
27,397.0,2049.0,593.0,4,34.5,6,1,0
22,396.0,2174.0,665.0,2,49.6,4,0,0
26,473.0,1771.0,840.0,4,20.9,25,0,0
33,331.0,2306.0,622.0,1,33.4,16,1,0
47,314.0,1491.0,689.0,3,13.3,16,0,0
55,399.0,1262.0,535.0,1,34.3,14,0,0
35,510.0,1339.0,670.0,0,29.3,2,1,0
47,248.0,1448.0,605.0,0,30.8,2,1,0
48,267.0,1349.0,655.0,2,29.2,1,1,1
30,323.0,2749.0,710.0,1,40.3,7,0,0
47,342.0,1249.0,601.0,1,38.8,12,1,0
43,186.0,2294.0,697.0,3,23.9,23,0,0
51,545.0,1889.0,625.0,2,33.7,5,0,0
38,366.0,1994.0,587.0,2,20.8,4,0,0
47,349.0,1520.0,749.0,0,18.9,12,1,0
57,558.0,2037.0,613.0,3,40.0,21,0,0
22,459.0,1516.0,650.0,1,24.6,0,1,0
29,321.0,2288.0,640.0,0,29.9,17,1,0
56,398.0,2322.0,695.0,1,38.2,6,0,0
36,375.0,1843.0,682.0,0,35.8,16,0,0
43,539.0,1871.0,668.0,3,50.0,7,1,0
35,362.0,2082.0,630.0,1,23.4,18,1,0
47,221.0,2060.0,661.0,0,48.2,15,1,0
49,174.0,2330.0,701.0,2,41.8,13,0,0
44,542.0,2318.0,688.0,2,43.6,19,0,0
35,293.0,1888.0,759.0,0,32.1,22,1,0
45,454.0,1700.0,733.0,0,26.5,9,0,0
23,388.0,2241.0,757.0,1,37.0,22,0,0
47,334.0,1834.0,775.0,1,26.4,1,1,0
35,351.0,1948.0,693.0,2,26.1,20,0,0
28,554.0,2123.0,740.0,2,37.5,23,1,0
24,221.0,2310.0,703.0,0,46.5,15,0,0
44,337.0,2010.0,773.0,2,20.0,24,1,0
39,480.0,1653.0,557.0,0,49.1,12,0,0
59,239.0,2655.0,658.0,4,23.6,4,1,1
56,525.0,2543.0,709.0,1,32.9,17,1,0
36,478.0,1472.0,720.0,3,33.1,19,1,1
46,410.0,1517.0,679.0,0,31.2,10,0,0
58,325.0,1570.0,564.0,0,33.6,4,1,0
49,225.0,2256.0,668.0,1,37.3,21,0,0
31,458.0,2671.0,737.0,1,48.7,21,1,0
60,682.0,1687.0,658.0,1,34.0,12,0,0
38,396.0,1971.0,686.0,2,26.9,0,1,0
60,179.0,1584.0,814.0,0,25.3,5,1,0
43,430.0,2614.0,667.0,1,39.2,10,1,0
47,475.0,2246.0,669.0,0,44.2,9,1,0
46,279.0,1554.0,694.0,2,29.5,0,0,0
38,309.0,1017.0,697.0,3,45.2,15,0,0
34,298.0,2336.0,689.0,1,57.7,12,1,0
41,322.0,1660.0,708.0,1,49.2,20,0,0
46,361.0,2254.0,597.0,1,28.8,15,1,0
25,285.0,2023.0,672.0,1,46.3,14,1,0
31,244.0,1130.0,594.0,2,45.2,6,1,0
24,399.0,1561.0,684.0,0,36.6,13,1,0
39,360.0,1751.0,722.0,2,45.0,23,0,0
57,332.0,1616.0,670.0,3,43.6,10,0,0
43,389.0,1949.0,614.0,1,48.5,12,1,0
55,213.0,2069.0,650.0,1,41.8,4,0,0
29,409.0,2652.0,806.0,1,43.5,17,0,0
40,334.0,2098.0,781.0,1,25.8,2,1,0
58,406.0,2526.0,642.0,1,36.0,11,1,0
27,424.0,1700.0,642.0,1,28.5,6,1,0
47,504.0,2389.0,672.0,1,48.0,25,0,0
55,391.0,1740.0,767.0,0,22.4,19,0,0
27,497.0,1515.0,557.0,0,14.1,14,0,0
58,345.0,1497.0,641.0,0,21.8,0,1,0
54,350.0,790.0,709.0,1,33.7,18,0,0
43,370.0,2259.0,701.0,0,15.8,9,1,0
42,465.0,1358.0,650.0,1,17.1,13,0,0
27,449.0,2491.0,662.0,1,42.6,14,1,0
27,395.0,1827.0,703.0,2,22.1,1,1,0
25,245.0,1247.0,651.0,4,46.0,24,0,0
51,447.0,1431.0,606.0,0,22.8,16,0,0
32,285.0,1980.0,667.0,1,14.6,24,0,0
51,279.0,1110.0,693.0,1,25.7,9,1,0
52,255.0,2148.0,531.0,1,23.1,4,0,0
45,371.0,1263.0,707.0,0,23.1,5,0,0
30,513.0,1590.0,748.0,1,34.9,5,0,0
24,274.0,1983.0,655.0,1,37.7,5,0,0
52,565.0,2096.0,656.0,3,49.8,24,1,0
58,480.0,2235.0,628.0,1,32.4,13,1,0
57,219.0,1351.0,669.0,0,38.9,12,0,0
45,338.0,1770.0,641.0,2,22.7,12,1,0
52,266.0,2359.0,781.0,0,26.9,24,1,0
27,453.0,1771.0,689.0,0,49.0,9,1,0
23,271.0,2024.0,530.0,1,50.0,15,0,0
41,202.0,1968.0,720.0,0,51.9,6,1,0
49,344.0,2447.0,800.0,0,34.7,2,1,0
32,509.0,1704.0,716.0,1,22.8,14,1,0
25,359.0,1316.0,763.0,2,28.2,22,1,0
36,424.0,1493.0,727.0,0,32.7,4,1,0
27,428.0,1979.0,749.0,1,30.3,24,1,0
51,214.0,1241.0,746.0,0,37.1,7,0,0
59,281.0,1671.0,747.0,2,43.5,25,1,0
23,381.0,1932.0,702.0,1,25.7,21,0,0
36,319.0,1578.0,560.0,2,55.2,4,0,0
32,567.0,2037.0,604.0,0,36.7,25,0,0
29,245.0,2204.0,605.0,1,49.6,1,1,0
47,280.0,2091.0,503.0,2,40.2,18,0,0
26,412.0,1250.0,650.0,2,57.6,10,1,0
27,311.0,1933.0,779.0,3,24.4,10,1,0
47,120.0,1966.0,579.0,0,30.9,2,1,0
25,593.0,1740.0,731.0,2,30.9,12,1,0
40,262.0,2032.0,717.0,0,37.8,19,1,0
41,442.0,2017.0,696.0,0,37.3,18,1,0
54,242.0,1862.0,763.0,1,39.9,22,1,0
41,285.0,1478.0,677.0,3,37.4,14,0,0
33,201.0,1889.0,787.0,0,41.6,5,0,0
22,298.0,2684.0,666.0,1,31.2,12,1,0
47,309.0,1735.0,704.0,1,40.7,23,1,0
35,365.0,2340.0,670.0,2,64.2,17,0,0
59,339.0,1916.0,615.0,3,36.0,17,1,0
58,221.0,1564.0,586.0,0,21.6,0,1,0
32,322.0,1775.0,720.0,3,29.7,20,0,0
57,539.0,1893.0,774.0,0,31.4,22,0,0
34,526.0,2175.0,697.0,1,27.1,24,0,0
24,430.0,2900.0,716.0,1,37.2,20,1,0
54,453.0,1923.0,571.0,1,44.0,10,1,0
27,607.0,1383.0,707.0,3,23.0,15,1,0
31,443.0,1205.0,534.0,0,19.1,0,1,0
26,451.0,1723.0,596.0,1,60.7,18,1,0
44,208.0,1426.0,773.0,2,26.6,7,1,0
31,258.0,2134.0,681.0,4,50.1,18,1,0
23,376.0,2137.0,687.0,1,43.6,22,1,0
34,291.0,1839.0,719.0,0,30.0,15,0,0
23,270.0,2176.0,736.0,0,28.1,25,0,0
41,283.0,1927.0,661.0,0,30.0,2,0,0
22,223.0,2684.0,701.0,0,31.6,1,1,0
58,293.0,2163.0,675.0,2,42.2,11,1,0
30,417.0,2276.0,573.0,1,22.1,9,0,0
38,578.0,1292.0,655.0,0,48.8,21,0,0
30,468.0,1408.0,709.0,0,29.6,1,0,0
32,450.0,2101.0,653.0,3,21.4,25,1,0
36,201.0,1249.0,654.0,0,37.9,20,0,0
45,393.0,1638.0,735.0,1,60.0,4,0,0
59,373.0,2395.0,691.0,1,27.6,4,1,0
56,412.0,1629.0,705.0,1,37.3,5,1,0
51,340.0,1392.0,566.0,2,37.4,2,1,0
52,563.0,2180.0,711.0,1,54.9,9,0,0
26,386.0,2771.0,602.0,1,26.6,4,1,0
35,397.0,1560.0,678.0,0,45.4,23,0,0
32,164.0,2414.0,606.0,0,21.8,19,1,0
30,368.0,1508.0,745.0,1,38.2,4,0,0
55,506.0,1853.0,808.0,0,43.4,14,1,0
33,441.0,1871.0,670.0,4,46.0,16,1,0
56,143.0,1572.0,669.0,1,22.3,16,0,0
56,331.0,2268.0,752.0,0,15.9,23,0,0
22,571.0,1253.0,720.0,0,34.0,17,0,0
43,363.0,1982.0,675.0,1,30.3,25,1,0
50,415.0,2351.0,706.0,2,21.8,9,1,0
29,558.0,2233.0,822.0,2,22.9,22,1,0
32,363.0,2106.0,633.0,1,31.2,6,1,0
58,467.0,2566.0,639.0,1,53.1,10,1,0
35,425.0,1808.0,736.0,3,23.7,13,1,0
51,449.0,1260.0,828.0,0,44.9,8,0,0
56,422.0,1957.0,692.0,1,21.3,16,1,0
42,320.0,1847.0,560.0,0,28.5,1,0,0
58,331.0,1011.0,707.0,1,20.7,16,0,0
26,286.0,1427.0,643.0,0,57.7,16,1,0
40,200.0,1374.0,713.0,1,45.6,19,0,0
35,517.0,1558.0,585.0,0,43.0,23,1,0
47,381.0,1753.0,577.0,0,42.5,9,0,0
25,511.0,1769.0,659.0,2,27.9,23,0,0
46,552.0,1573.0,796.0,2,36.4,11,0,0
46,386.0,1373.0,584.0,1,25.5,11,0,0
39,236.0,2059.0,658.0,0,62.9,14,1,0
29,358.0,1949.0,578.0,1,24.8,8,1,0
60,306.0,1962.0,700.0,1,27.4,17,0,0
35,162.0,2647.0,696.0,1,52.0,15,1,0
53,325.0,1968.0,580.0,1,35.0,6,0,0
59,372.0,1746.0,770.0,1,42.0,13,0,0
54,309.0,1856.0,545.0,2,35.2,3,1,0
44,295.0,1942.0,790.0,0,29.1,2,1,0
36,239.0,2159.0,776.0,1,29.1,11,1,0
54,402.0,1881.0,701.0,3,44.6,15,0,0
46,586.0,1084.0,743.0,0,38.3,3,1,0
38,521.0,1717.0,668.0,1,48.0,3,0,0
54,452.0,1901.0,572.0,0,47.9,2,0,0
23,454.0,2448.0,697.0,1,41.8,8,1,0
35,365.0,1570.0,570.0,1,46.5,23,0,0
60,182.0,1213.0,679.0,1,41.4,13,0,0
27,339.0,1927.0,593.0,1,39.8,11,1,0
27,273.0,2264.0,748.0,2,32.8,9,0,0
24,397.0,1735.0,707.0,1,19.1,13,1,0
28,516.0,2901.0,727.0,1,29.7,11,1,0
29,597.0,2802.0,704.0,2,50.5,11,0,0
36,387.0,1870.0,812.0,1,38.9,1,1,0
50,197.0,1978.0,752.0,1,32.0,18,1,0
54,387.0,2475.0,799.0,4,48.0,12,0,0
51,390.0,1862.0,617.0,0,31.5,9,0,0
60,455.0,1562.0,642.0,1,43.1,22,1,0
48,378.0,2273.0,510.0,4,49.3,20,1,0
57,387.0,2095.0,653.0,3,42.1,0,1,0
50,310.0,1561.0,678.0,1,46.6,0,0,0
59,346.0,2017.0,710.0,3,40.7,7,0,0
54,436.0,1833.0,643.0,0,17.0,5,0,0
58,159.0,1738.0,732.0,0,49.1,19,0,0
48,345.0,1570.0,727.0,0,44.0,2,1,0
54,456.0,1951.0,647.0,2,33.0,12,1,0
25,560.0,1788.0,613.0,1,30.1,24,1,0
43,336.0,2020.0,685.0,3,37.2,24,1,0
23,510.0,2244.0,687.0,1,24.0,11,0,0
31,566.0,1997.0,637.0,1,45.4,19,0,0
26,338.0,2004.0,662.0,1,34.5,15,1,0
31,319.0,1673.0,581.0,2,27.0,10,0,0
54,360.0,2393.0,727.0,1,42.6,23,1,0
59,371.0,1544.0,729.0,2,40.7,3,1,0
34,500.0,1223.0,683.0,1,44.2,7,1,0
52,295.0,1450.0,734.0,1,23.2,6,1,0
57,549.0,2334.0,689.0,2,43.4,15,1,0
45,292.0,2093.0,793.0,1,53.9,11,0,0
36,241.0,2451.0,589.0,2,35.6,5,1,0
50,438.0,1344.0,694.0,1,34.9,22,0,0
29,515.0,2874.0,743.0,0,22.1,5,1,0
26,400.0,1781.0,784.0,1,36.8,10,0,0
50,428.0,1161.0,735.0,2,25.8,11,0,0
25,595.0,2822.0,607.0,0,47.7,15,1,0
33,517.0,1350.0,564.0,4,60.3,21,1,0
23,383.0,1733.0,668.0,0,60.5,15,1,0
48,333.0,1814.0,705.0,0,27.4,22,0,0
52,500.0,2087.0,746.0,4,28.6,15,0,0
57,471.0,1568.0,603.0,0,42.1,3,0,0
57,426.0,2337.0,723.0,0,33.7,11,0,0
47,344.0,2217.0,493.0,0,36.1,4,1,0
48,372.0,1908.0,628.0,1,60.5,8,1,0
26,364.0,2456.0,740.0,1,25.2,17,1,0
41,346.0,1872.0,597.0,3,38.7,8,1,0
32,314.0,1784.0,603.0,2,39.8,15,0,0
31,409.0,2739.0,643.0,1,46.5,20,0,0
59,309.0,2024.0,692.0,1,27.4,25,0,0
27,400.0,1486.0,602.0,2,50.8,0,1,0
29,149.0,1543.0,678.0,1,38.6,22,1,0
44,314.0,1908.0,650.0,0,27.7,4,0,0
47,501.0,893.0,761.0,3,34.2,18,1,0
33,281.0,1634.0,646.0,0,46.0,2,1,0
47,445.0,1858.0,682.0,0,56.8,0,1,0
34,290.0,1830.0,692.0,0,32.5,22,1,0
39,465.0,1372.0,651.0,3,57.2,13,0,0
46,347.0,1712.0,734.0,2,48.4,17,1,0
54,343.0,2396.0,748.0,1,30.9,7,0,0
33,386.0,2309.0,646.0,1,42.0,13,0,0
57,232.0,1940.0,701.0,2,44.7,19,1,0
25,487.0,1871.0,615.0,1,33.6,19,0,0
26,523.0,1832.0,719.0,2,29.6,12,1,0
58,340.0,1999.0,696.0,1,34.7,20,1,0
29,438.0,1943.0,655.0,0,32.1,15,0,0
49,466.0,2036.0,703.0,1,38.8,8,1,0
52,370.0,2111.0,721.0,1,57.8,6,1,0
30,258.0,1391.0,766.0,2,40.6,2,1,0
50,555.0,1770.0,708.0,2,54.1,19,1,0
35,337.0,1983.0,742.0,1,41.7,24,1,0
43,313.0,1494.0,813.0,3,64.9,0,1,0
32,560.0,1617.0,608.0,3,27.9,23,1,0
44,447.0,1808.0,762.0,1,15.3,7,0,0
22,408.0,1829.0,618.0,1,38.7,13,1,0
58,273.0,1991.0,630.0,1,40.0,12,1,0
42,468.0,1544.0,679.0,1,51.8,6,1,0
47,699.0,2307.0,635.0,2,55.0,12,0,0
57,477.0,1826.0,623.0,1,20.4,21,0,0
44,435.0,1961.0,676.0,1,34.3,6,0,0
22,459.0,1745.0,657.0,1,37.4,25,0,0
36,344.0,1999.0,633.0,1,24.5,19,1,0
42,343.0,2602.0,613.0,0,34.6,19,1,0
30,341.0,1741.0,780.0,4,46.9,4,1,0
30,317.0,1671.0,596.0,0,47.6,3,0,0
31,341.0,1551.0,668.0,3,39.7,3,1,0
47,341.0,1875.0,758.0,0,53.0,24,0,0
56,353.0,1870.0,737.0,1,39.5,5,0,0
46,350.0,1922.0,696.0,3,48.8,13,0,0
47,407.0,2097.0,636.0,0,27.6,2,0,0
32,389.0,2044.0,679.0,0,28.3,2,0,0
59,398.0,1891.0,601.0,2,56.8,25,1,0
23,547.0,2721.0,660.0,0,31.1,23,1,0
28,388.0,2190.0,659.0,0,46.1,2,1,0
39,623.0,1443.0,666.0,4,30.7,3,1,0
48,419.0,1251.0,625.0,3,39.9,21,0,0
55,331.0,1608.0,561.0,2,34.6,8,1,0
48,528.0,1964.0,768.0,0,43.2,21,0,0
38,371.0,1573.0,752.0,0,43.1,15,0,0
45,120.0,1636.0,741.0,0,29.4,18,0,0
46,380.0,1911.0,706.0,0,43.5,15,0,0
28,353.0,1756.0,692.0,1,24.6,11,1,0
27,557.0,1040.0,631.0,0,53.3,5,1,0
45,281.0,2352.0,639.0,2,39.6,19,0,0
54,343.0,2255.0,782.0,1,5.7,20,1,0
50,519.0,1360.0,798.0,1,22.9,20,1,0
43,423.0,1924.0,667.0,3,42.8,2,1,0
47,361.0,1431.0,680.0,0,45.6,20,1,0
49,297.0,1644.0,731.0,1,32.1,4,1,0
42,419.0,2104.0,687.0,0,37.6,6,0,0
28,377.0,2240.0,692.0,0,43.3,24,0,0
38,296.0,2230.0,676.0,1,49.1,4,0,0
41,301.0,2003.0,614.0,0,45.1,8,1,0
41,290.0,2436.0,654.0,1,30.4,14,1,0
43,271.0,1644.0,671.0,3,49.6,20,0,0
49,483.0,1737.0,504.0,2,14.3,19,0,0
28,468.0,810.0,686.0,1,33.2,5,1,0
22,483.0,1861.0,843.0,2,42.2,7,0,0
53,380.0,2143.0,650.0,1,23.9,19,0,0
34,353.0,2020.0,682.0,1,36.5,4,1,0
51,355.0,1638.0,621.0,0,41.5,25,1,0
44,492.0,2255.0,603.0,1,28.2,16,1,0
40,180.0,1869.0,658.0,1,37.9,9,0,0
53,323.0,2222.0,724.0,1,23.8,0,1,0
51,282.0,2104.0,664.0,1,46.1,15,0,0
50,530.0,2498.0,654.0,2,41.3,23,0,0
50,327.0,2043.0,715.0,2,43.4,22,1,0
51,200.0,2156.0,694.0,1,35.3,20,0,0
37,405.0,1868.0,700.0,0,19.3,24,1,0
