customer_id,age,gender,region,device_type,subscription_type,payment_method,marketing_channel,tenure_months,monthly_fee,avg_watch_hours,weekly_login_days,num_devices_registered,num_profiles,support_tickets_6m,payment_failures_3m,days_since_last_login,used_discount,auto_renew,price_increase_recent,multi_service_user,satisfaction_score,churn
4458,23,Male,Other,Android,Standard,MobilePay,Ads,39,13352.0,,5.6,2,2,1,1,0,0,1,1,1,3.2,0
4459,21,Female,Seoul,iOS,Standard,BankTransfer,Organic,8,10509.0,20.2,4.7,2,2,1,0,3,1,1,0,0,2.5,0
4460,45,Male,Seoul,Android,Standard,,Organic,12,10625.0,6.1,0.2,4,4,0,1,6,0,1,1,0,1.7,0
4461,51,Male,Daegu,Tablet,Standard,CreditCard,Organic,21,12529.0,14.7,4.8,5,2,1,0,17,1,0,1,1,,0
4462,58,Female,Busan,Web,Basic,KakaoPay,Referral,29,8463.0,5.5,7.0,3,2,1,0,5,1,1,0,0,,0
4463,47,Male,Gwangju,Android,Basic,MobilePay,SNS,24,9383.0,19.8,5.7,3,2,1,1,14,0,0,0,0,4.5,0
4464,51,Female,Incheon,Tablet,Basic,BankTransfer,Organic,41,8607.0,6.1,6.3,2,2,0,0,33,1,1,0,0,3.6,0
4465,32,Female,Other,Android,Premium,KakaoPay,Organic,43,17760.0,10.4,2.1,5,2,0,2,11,1,0,1,1,4.4,0
4466,25,Male,Incheon,iOS,Standard,MobilePay,Organic,19,15385.0,9.8,2.7,3,3,0,1,9,1,1,0,0,2.6,0
4467,47,Female,Daegu,Android,Basic,CreditCard,SNS,31,9426.0,21.5,3.6,1,2,1,0,0,0,0,0,0,3.7,0
4468,43,Female,Busan,Android,Basic,MobilePay,Organic,19,11230.0,8.5,6.0,3,5,1,0,35,1,0,0,1,3.9,0
4469,39,Male,Daejeon,Android,Standard,CreditCard,Referral,24,13473.0,11.9,5.0,5,4,2,0,15,0,1,1,0,5.0,0
4470,42,Female,Gwangju,Android,Basic,BankTransfer,Organic,13,7026.0,25.4,5.5,1,2,0,0,2,0,0,0,0,2.9,0
4471,42,Female,Incheon,Tablet,Standard,CreditCard,Referral,28,12455.0,16.6,4.5,4,3,1,0,10,0,1,0,0,3.3,0
4472,52,Male,Busan,iOS,Basic,CreditCard,Organic,21,7569.0,11.4,4.4,3,1,0,0,1,0,0,0,1,4.5,0
4473,52,Male,Gwangju,Android,Basic,KakaoPay,SNS,25,9159.0,44.3,1.5,1,3,1,0,15,1,0,0,0,3.0,0
4474,44,Male,Other,iOS,Premium,CreditCard,Organic,59,19288.0,46.5,2.2,4,5,1,1,0,0,0,0,1,5.0,0
4475,47,Male,Seoul,iOS,Basic,MobilePay,Ads,30,7524.0,5.9,5.1,4,2,2,0,16,0,1,0,0,3.4,0
4476,44,Male,Other,Tablet,Standard,CreditCard,Referral,48,13156.0,59.8,0.9,5,4,0,2,2,1,1,1,0,2.4,0
4477,33,Female,Daegu,iOS,Basic,BankTransfer,Affiliate,21,9526.0,71.2,4.1,6,2,0,0,11,1,1,0,0,3.8,0
4478,46,Male,Daegu,Web,Standard,CreditCard,SNS,17,12011.0,7.7,3.8,1,5,0,1,35,0,1,0,0,3.0,0
4479,23,Female,Other,Android,Basic,MobilePay,Referral,23,12874.0,12.0,6.7,3,1,0,0,18,1,1,1,0,,0
4480,50,Male,Gwangju,Android,Basic,MobilePay,Organic,10,8397.0,40.0,5.0,6,2,2,1,6,1,0,1,1,2.3,1
4481,25,Male,Other,iOS,Basic,,Affiliate,8,8768.0,10.2,6.0,1,4,0,0,7,0,1,1,0,3.1,0
4482,41,Female,Daegu,Android,Premium,KakaoPay,Ads,5,17774.0,26.6,4.8,5,3,0,0,11,1,0,1,1,2.5,0
4483,29,Female,Busan,iOS,Premium,CreditCard,Organic,8,16494.0,19.7,6.1,2,1,4,0,5,1,1,0,0,1.6,1
4484,44,Female,Daejeon,iOS,Basic,MobilePay,Organic,6,8065.0,5.0,5.5,4,3,3,0,30,0,0,0,1,1.9,0
4485,38,Male,Other,Android,Basic,BankTransfer,SNS,12,8337.0,13.0,2.7,5,2,0,0,7,1,1,1,1,3.5,1
4486,20,Female,Other,Tablet,Standard,BankTransfer,Referral,27,14078.0,6.6,4.2,2,4,0,0,0,0,1,0,0,2.9,0
4487,43,Male,Seoul,Tablet,Standard,KakaoPay,Organic,15,13638.0,6.0,3.2,6,3,0,0,36,0,1,0,1,3.5,0
4488,32,Male,Busan,iOS,Standard,BankTransfer,Affiliate,8,11679.0,3.7,5.4,5,1,0,0,4,1,1,0,0,4.3,0
4489,48,Male,Daegu,iOS,Standard,MobilePay,Referral,11,14184.0,20.1,5.1,2,3,1,0,26,0,0,1,0,3.4,0
4490,38,Female,Daegu,Android,Standard,MobilePay,Organic,10,13614.0,12.2,3.3,5,1,0,0,28,0,1,0,0,3.2,0
4491,42,Male,Seoul,Android,Basic,BankTransfer,Ads,38,10463.0,14.2,5.1,5,3,1,2,2,1,0,0,1,4.9,0
4492,27,Female,Seoul,Tablet,Basic,,SNS,32,11429.0,6.1,2.6,2,5,0,0,3,0,1,0,0,,0
4493,32,Female,Other,Android,Premium,KakaoPay,Affiliate,7,20174.0,24.6,4.4,4,2,2,0,21,0,0,0,1,3.3,0
4494,33,Female,Daejeon,Android,Standard,CreditCard,Ads,27,14538.0,11.8,4.4,3,2,3,1,6,1,0,1,0,1.7,0
4495,47,Male,Other,Android,Premium,KakaoPay,Organic,22,17612.0,10.3,4.2,4,4,3,1,9,1,1,0,0,3.4,0
4496,56,Male,Other,iOS,Standard,BankTransfer,Organic,31,13291.0,7.9,1.5,4,2,1,0,14,1,1,0,0,2.7,0
4497,29,Male,Busan,Android,Standard,MobilePay,Organic,34,9772.0,,6.4,1,1,0,0,5,0,1,0,1,3.9,0
4498,50,Male,Other,Web,Standard,CreditCard,Ads,6,12783.0,8.7,1.4,1,3,0,0,7,0,1,0,0,3.7,1
4499,18,Female,Gwangju,Android,Basic,CreditCard,SNS,43,9605.0,27.2,4.4,4,3,2,0,38,0,1,0,1,4.1,0
4500,25,Female,Other,Web,Basic,CreditCard,Organic,19,,35.2,4.4,5,2,3,2,7,0,0,0,1,1.6,0
4501,27,Female,Busan,Tablet,Premium,KakaoPay,Organic,19,18540.0,26.8,1.4,7,2,0,0,6,0,1,0,1,3.1,0
4502,23,Female,Busan,Web,Basic,CreditCard,Organic,28,8659.0,14.8,6.2,1,3,2,0,0,1,1,0,1,2.4,1
4503,21,Female,Daejeon,iOS,Basic,CreditCard,Ads,46,8488.0,19.5,3.3,3,2,0,0,32,1,1,0,0,4.3,0
4504,43,Male,Other,Android,Standard,CreditCard,Organic,25,12133.0,18.6,5.2,5,1,1,0,19,0,1,0,0,2.6,0
4505,36,Female,Other,Web,Standard,MobilePay,Referral,24,12054.0,9.9,4.9,6,2,0,0,18,1,1,0,1,3.8,0
4506,42,Male,Daejeon,Web,Basic,BankTransfer,Organic,29,,5.8,3.4,6,1,1,0,22,0,1,0,1,4.6,0
4507,46,Female,Incheon,Android,Basic,CreditCard,Ads,40,10509.0,18.2,2.4,5,3,0,1,0,1,1,0,0,3.6,0
4508,41,Female,Daejeon,iOS,Basic,,Organic,38,8766.0,17.1,1.9,6,3,1,0,7,0,0,1,1,1.6,0
4509,45,Female,Other,Android,Premium,CreditCard,Affiliate,19,16956.0,60.4,3.6,4,3,1,0,20,1,1,0,0,3.7,0
4510,37,Male,Other,iOS,Premium,CreditCard,Ads,21,17149.0,15.9,7.0,2,3,2,0,4,1,0,0,0,4.1,0
4511,25,Female,Gwangju,Android,Premium,BankTransfer,Organic,16,15513.0,,5.0,1,4,1,0,19,1,1,1,0,5.0,0
4512,50,Female,Seoul,iOS,Premium,CreditCard,Ads,13,18352.0,24.2,6.3,4,2,0,1,8,0,0,0,1,3.0,0
4513,32,Female,Gwangju,iOS,Standard,,SNS,42,12519.0,11.5,4.4,1,3,0,0,4,1,1,0,0,3.4,0
4514,28,Female,Incheon,Android,Premium,CreditCard,Affiliate,57,,12.7,3.3,5,1,0,0,12,0,1,0,0,,0
4515,36,Male,Other,Tablet,Basic,BankTransfer,SNS,47,9893.0,14.2,4.4,4,2,2,1,9,0,1,0,1,4.2,0
4516,28,Male,Gwangju,Web,Basic,KakaoPay,SNS,44,8033.0,13.7,4.2,3,1,1,0,2,0,1,1,0,,0
4517,33,Female,Gwangju,iOS,Standard,MobilePay,Ads,11,13157.0,12.2,1.3,6,4,1,1,13,0,1,0,0,,0
4518,42,Female,Other,Web,Premium,CreditCard,Referral,8,20888.0,21.6,4.7,2,3,1,2,11,0,0,0,1,2.4,1
4519,42,Female,Seoul,Web,Standard,MobilePay,SNS,60,12455.0,16.5,2.4,2,2,1,0,11,0,1,1,0,5.0,0
4520,28,Male,Busan,iOS,Basic,CreditCard,SNS,13,7505.0,13.3,2.0,2,3,1,0,10,1,1,0,0,5.0,0
4521,33,Male,Gwangju,Android,Premium,BankTransfer,Affiliate,12,19759.0,18.3,4.4,2,3,1,0,10,0,1,0,0,3.7,0
4522,50,Male,Busan,iOS,Standard,MobilePay,SNS,58,15212.0,9.8,5.0,2,2,1,0,0,0,0,0,0,2.8,0
4523,43,Female,Busan,Web,Standard,BankTransfer,Affiliate,48,15123.0,16.0,4.4,5,1,1,0,33,0,1,0,1,3.4,0
4524,61,Male,Other,iOS,Standard,CreditCard,Organic,7,12442.0,21.1,4.4,3,2,1,1,29,0,0,0,0,3.2,0
4525,51,Male,Daegu,iOS,Standard,,Organic,24,11871.0,,4.4,4,5,1,0,13,0,0,0,0,3.0,0
4526,51,Female,Seoul,Tablet,Basic,CreditCard,Affiliate,34,8698.0,28.4,3.7,2,4,1,1,6,0,1,1,0,3.0,1
4527,23,Female,Busan,Android,Basic,,SNS,16,9031.0,11.9,3.7,2,2,2,0,39,0,1,1,1,2.8,1
4528,46,Male,Seoul,Android,Premium,KakaoPay,SNS,18,18965.0,33.5,4.6,5,4,1,0,8,1,1,0,0,3.6,0
4529,37,Female,Daegu,Web,Basic,KakaoPay,Organic,40,8307.0,11.3,5.2,5,3,0,0,5,1,0,0,0,3.1,0
4530,32,Female,Seoul,Android,Standard,CreditCard,Referral,28,15260.0,27.8,3.8,5,3,2,0,4,0,0,0,0,4.0,0
4531,40,Male,Other,Android,Basic,BankTransfer,Referral,56,10599.0,,1.1,1,4,0,0,2,0,0,0,0,4.1,0
4532,48,Female,Daegu,Web,Premium,CreditCard,Ads,26,16545.0,25.7,4.4,2,2,1,1,5,1,1,0,0,2.5,1
4533,44,Female,Seoul,iOS,Standard,KakaoPay,Referral,25,12061.0,10.9,3.9,3,1,1,2,27,0,1,0,1,3.1,0
4534,28,Male,Busan,iOS,Standard,BankTransfer,Ads,40,13140.0,30.0,4.4,4,2,1,1,2,1,0,0,1,2.1,0
4535,46,Male,Gwangju,iOS,Basic,BankTransfer,SNS,40,,7.9,3.8,4,1,1,0,0,0,1,0,1,3.7,0
4536,31,Male,Busan,Android,Basic,CreditCard,Organic,32,9581.0,12.5,3.3,4,2,0,0,8,0,0,0,0,3.3,0
4537,40,Female,Daegu,iOS,Standard,BankTransfer,Organic,11,,26.1,6.5,3,3,1,1,46,0,1,0,0,2.8,0
4538,35,Male,Other,iOS,Basic,,Referral,22,8739.0,6.6,2.8,4,2,0,1,9,0,1,0,0,4.3,0
4539,36,Male,Busan,Android,Standard,CreditCard,Organic,17,9966.0,8.0,7.0,3,2,0,0,10,0,0,1,0,2.1,0
4540,46,Female,Busan,Web,Standard,KakaoPay,Organic,21,15319.0,5.7,3.0,3,6,1,0,21,0,1,0,0,2.6,0
4541,27,Male,Other,Android,Premium,CreditCard,Affiliate,20,15774.0,47.0,3.7,3,2,1,0,16,0,1,0,0,4.6,0
4542,59,Female,Busan,Android,Basic,KakaoPay,Ads,23,6852.0,13.6,5.5,2,2,3,0,2,0,1,1,0,3.3,0
4543,18,Male,Seoul,Android,Standard,MobilePay,SNS,18,11107.0,16.5,6.8,3,2,0,0,8,0,0,1,1,3.2,0
4544,31,Female,Seoul,Android,Standard,MobilePay,Ads,15,12186.0,,5.6,5,5,3,0,1,0,1,0,0,3.2,1
4545,42,Male,Other,Web,Basic,MobilePay,Referral,24,10217.0,,6.8,3,5,0,0,22,0,1,1,0,2.9,0
4546,44,Male,Other,Android,Standard,CreditCard,Organic,52,15019.0,24.0,5.5,4,2,0,0,2,1,0,0,0,3.0,0
4547,37,Male,Seoul,Android,Basic,,Ads,35,8344.0,25.6,3.2,1,1,0,0,10,1,1,0,0,3.2,0
4548,37,Female,Daegu,Android,Basic,MobilePay,Organic,32,7178.0,9.1,6.2,2,3,0,0,23,0,1,1,1,3.5,0
4549,43,Male,Seoul,iOS,Basic,CreditCard,Referral,14,9406.0,5.6,0.9,5,2,0,0,39,0,0,1,0,4.4,0
4550,35,Female,Gwangju,Android,Basic,CreditCard,Organic,12,,25.9,5.5,8,2,0,1,28,0,1,0,0,4.3,0
4551,53,Female,Seoul,Android,Premium,CreditCard,Referral,23,20507.0,19.6,5.4,4,3,0,1,6,0,0,1,0,4.5,0
4552,47,Female,Seoul,iOS,Basic,MobilePay,Ads,16,7498.0,14.4,6.0,2,3,2,0,6,1,1,0,1,4.2,0
4553,48,Male,Other,Web,Basic,MobilePay,Ads,24,8625.0,12.0,3.2,4,2,0,0,22,1,0,0,0,3.3,0
4554,27,Female,Busan,Web,Basic,CreditCard,Organic,14,9849.0,3.6,3.1,2,1,1,0,1,1,1,0,0,3.1,0
4555,37,Female,Seoul,Web,Standard,CreditCard,Organic,7,14905.0,25.0,2.1,3,5,0,0,2,0,1,0,0,4.4,0
4556,35,Male,Other,Android,Standard,BankTransfer,Affiliate,12,15605.0,42.5,4.2,2,1,2,1,5,1,0,0,1,1.8,0
4557,27,Female,Other,iOS,Basic,CreditCard,Affiliate,23,10701.0,27.1,3.4,3,2,0,0,4,0,0,0,1,3.5,0
4558,42,Female,Daejeon,iOS,Basic,BankTransfer,Ads,20,8811.0,44.4,2.8,7,2,1,0,19,1,1,1,0,,0
4559,32,Female,Other,Android,Premium,CreditCard,Organic,11,20703.0,15.5,1.4,3,5,2,0,20,1,1,1,0,3.0,0
4560,45,Male,Incheon,Android,Basic,CreditCard,Affiliate,30,10197.0,21.5,4.0,4,2,2,0,0,0,0,0,0,4.9,0
4561,26,Female,Seoul,Android,Basic,CreditCard,Referral,37,7519.0,8.8,3.8,3,2,1,0,4,0,1,0,1,3.1,0
4562,57,Male,Seoul,Android,Basic,CreditCard,Organic,24,,16.0,4.9,2,4,0,0,62,0,0,0,0,1.6,1
4563,28,Male,Busan,Android,Standard,CreditCard,Organic,13,13167.0,22.3,2.5,5,1,1,0,2,0,1,0,0,3.8,0
4564,40,Male,Seoul,Tablet,Standard,KakaoPay,Organic,22,14461.0,8.3,1.9,3,3,1,1,6,0,1,1,0,1.2,1
4565,47,Male,Daegu,Web,Standard,BankTransfer,SNS,20,14228.0,15.8,4.1,2,1,1,0,5,1,1,1,0,3.1,0
4566,32,Female,Seoul,iOS,Basic,CreditCard,Ads,41,10269.0,16.5,6.4,2,5,1,0,8,0,1,0,0,1.7,0
4567,47,Female,Incheon,Android,Standard,CreditCard,Ads,40,14449.0,19.9,7.0,2,1,2,0,1,0,1,0,1,3.0,0
4568,24,Male,Seoul,Android,Basic,CreditCard,Referral,33,8652.0,14.6,3.6,4,3,0,0,3,0,1,1,1,3.3,0
4569,54,Male,Busan,iOS,Standard,MobilePay,Affiliate,19,13799.0,12.6,3.4,2,5,1,1,52,0,1,1,0,2.2,0
4570,38,Male,Gwangju,iOS,Standard,KakaoPay,Referral,9,12256.0,13.9,1.1,4,1,1,2,3,0,0,0,0,4.7,1
4571,31,Female,Busan,Web,Premium,CreditCard,SNS,35,106605.0,13.4,5.0,2,4,0,0,3,0,1,0,0,4.1,0
4572,35,Female,Busan,Android,Standard,CreditCard,Referral,25,14856.0,6.5,3.1,5,6,0,0,2,0,1,0,0,3.8,0
4573,47,Male,Other,Android,Standard,CreditCard,Organic,26,11594.0,17.4,3.2,2,1,1,0,27,1,0,1,0,3.7,0
4574,32,Female,Daejeon,Tablet,Standard,BankTransfer,Organic,8,14006.0,26.3,3.9,3,5,1,0,4,0,1,0,0,,0
4575,30,Male,Daegu,Android,Basic,CreditCard,SNS,20,10810.0,7.8,6.0,2,3,1,0,7,0,1,0,0,4.4,0
4576,36,Female,Daegu,Android,Standard,BankTransfer,Organic,20,14632.0,34.2,4.7,1,5,0,1,26,0,0,0,0,4.0,0
4577,25,Female,Gwangju,Android,Basic,KakaoPay,Referral,15,9544.0,12.8,5.4,4,6,0,1,18,1,1,0,0,4.1,0
4578,58,Male,Seoul,Android,Standard,MobilePay,Organic,19,14477.0,25.1,7.0,4,6,1,0,8,0,1,0,0,3.0,0
4579,32,Female,Seoul,Web,Basic,KakaoPay,SNS,59,9167.0,16.2,3.0,3,1,2,0,0,0,1,0,1,4.3,0
4580,47,Male,Gwangju,iOS,Basic,,Organic,39,,13.4,5.5,6,1,0,0,7,1,0,1,1,3.6,0
4581,40,Male,Busan,Android,Standard,BankTransfer,Ads,21,,27.3,3.6,2,6,0,0,7,1,1,0,0,,0
4582,27,Female,Seoul,Android,Standard,KakaoPay,Affiliate,32,12477.0,27.8,2.5,3,5,1,0,1,1,1,1,0,3.2,0
4583,38,Female,Busan,Web,Standard,,Referral,42,14093.0,9.4,4.5,3,1,1,1,16,1,0,0,0,3.9,1
4584,47,Male,Seoul,Android,Standard,KakaoPay,Ads,4,15411.0,6.2,6.4,3,3,1,0,8,1,1,0,1,2.5,0
4585,36,Female,Other,Android,Basic,CreditCard,Referral,7,10338.0,22.7,5.4,4,2,0,1,5,0,0,0,0,4.6,0
4586,51,Female,Seoul,Web,Premium,KakaoPay,SNS,10,16943.0,36.8,2.9,4,3,1,0,0,0,0,0,0,3.8,0
4587,49,Male,Seoul,Web,Basic,CreditCard,Organic,35,7972.0,22.5,2.4,5,3,1,0,10,1,1,0,0,1.9,0
4588,48,Male,Gwangju,Web,Basic,CreditCard,Organic,17,8306.0,20.1,4.6,2,6,1,2,5,1,0,0,0,3.9,0
4589,33,Female,Daegu,iOS,Basic,CreditCard,Ads,41,9244.0,4.6,4.1,2,3,1,1,1,0,0,0,1,4.1,0
4590,26,Female,Daegu,Android,Standard,CreditCard,Ads,35,12167.0,14.3,2.2,3,1,0,0,4,1,0,0,0,3.0,0
4591,31,Male,Incheon,Web,Basic,KakaoPay,Ads,49,10043.0,6.3,5.6,2,4,2,0,23,0,1,0,0,2.3,0
4592,40,Female,Incheon,iOS,Basic,CreditCard,Ads,30,7470.0,42.9,3.2,3,1,0,1,6,0,1,1,0,3.3,0
4593,44,Female,Other,Android,Standard,MobilePay,Affiliate,19,14689.0,7.2,3.4,2,3,0,0,4,0,0,0,0,4.0,0
4594,18,Male,Seoul,Android,Standard,KakaoPay,Ads,51,14343.0,1.4,6.3,1,1,0,1,3,0,1,0,1,3.6,1
4595,38,Female,Incheon,Android,Standard,KakaoPay,Organic,17,11582.0,32.8,4.4,3,6,0,0,2,0,0,1,1,2.6,1
4596,40,Male,Other,Android,Standard,KakaoPay,Referral,21,13350.0,13.5,5.9,4,2,1,0,9,0,0,0,0,4.3,0
4597,35,Female,Seoul,Android,Premium,KakaoPay,SNS,22,18110.0,14.4,4.9,1,6,4,0,2,0,1,1,1,2.5,0
4598,52,Female,Busan,Android,Premium,CreditCard,Referral,10,17067.0,13.3,6.6,4,5,2,1,45,1,0,1,1,2.7,1
4599,43,Female,Seoul,Android,Basic,KakaoPay,Ads,35,9793.0,23.5,1.6,3,1,1,0,5,1,1,0,0,2.3,0
4600,52,Male,Seoul,Android,Standard,CreditCard,SNS,28,13915.0,4.4,6.1,6,3,0,0,10,0,1,0,0,3.5,0
4601,36,Female,Busan,Android,Standard,CreditCard,Referral,16,12369.0,10.1,5.8,2,2,0,0,26,1,0,1,0,2.7,0
4602,48,Female,Seoul,Android,Basic,CreditCard,Organic,16,,8.5,4.4,3,6,0,0,10,1,1,0,1,3.1,0
4603,56,Male,Seoul,Android,Basic,MobilePay,Referral,30,8668.0,13.5,4.0,1,2,3,0,20,0,1,0,0,2.4,0
4604,52,Male,Busan,Android,Standard,,SNS,38,12197.0,28.2,4.3,2,2,0,3,7,1,1,0,1,4.3,0
4605,26,Female,Seoul,Android,Standard,CreditCard,Ads,36,13741.0,17.9,1.0,2,3,0,0,5,1,1,0,0,,0
4606,35,Female,Other,iOS,Standard,BankTransfer,Affiliate,37,15886.0,17.0,7.0,3,2,2,0,40,1,1,0,0,4.4,0
4607,34,Male,Other,Android,Basic,BankTransfer,Organic,17,7664.0,21.2,3.9,3,4,1,0,16,0,0,0,1,3.1,1
4608,43,Male,Incheon,Android,Premium,CreditCard,Organic,43,19219.0,16.8,5.1,3,1,0,2,18,0,0,0,1,3.3,0
4609,46,Male,Other,Tablet,Standard,BankTransfer,Referral,19,13206.0,15.2,6.9,2,2,2,0,3,0,0,1,1,2.5,0
4610,29,Male,Gwangju,iOS,Premium,CreditCard,Ads,5,,31.4,3.5,4,4,1,0,1,0,1,0,1,3.5,0
4611,39,Female,Daejeon,Web,Basic,BankTransfer,Ads,16,7901.0,18.4,4.1,4,1,1,0,10,1,1,0,0,,0
4612,18,Male,Seoul,iOS,Standard,BankTransfer,Organic,18,14142.0,20.1,4.7,3,5,0,0,2,0,0,0,0,2.8,0
4613,54,Male,Other,Android,Standard,KakaoPay,Ads,50,14003.0,5.3,5.8,3,3,2,0,6,0,0,0,1,3.2,0
4614,32,Female,Other,iOS,Basic,KakaoPay,Organic,25,9989.0,101.2,3.9,2,4,1,0,0,1,1,0,0,3.3,0
4615,39,Male,Seoul,iOS,Basic,CreditCard,Organic,10,,,1.3,1,1,0,1,4,0,1,0,1,4.1,0
4616,35,Female,Daejeon,Android,Basic,CreditCard,Ads,24,10097.0,9.5,1.8,1,2,1,1,5,0,0,0,0,3.5,0
4617,51,Female,Daejeon,iOS,Premium,KakaoPay,Ads,18,19742.0,16.6,4.1,3,5,0,0,4,1,1,0,0,,0
4618,18,Female,Busan,Web,Standard,BankTransfer,SNS,39,14931.0,34.6,1.9,5,2,0,0,11,0,1,0,0,4.4,0
4619,38,Female,Incheon,Android,Basic,MobilePay,Ads,21,9904.0,1.8,1.0,5,4,0,0,1,0,1,0,0,3.9,0
4620,37,Male,Seoul,Android,Standard,BankTransfer,Referral,24,14219.0,8.3,5.3,6,4,3,0,21,0,1,0,0,3.7,0
4621,33,Male,Seoul,Android,Standard,MobilePay,Organic,35,14378.0,0.8,5.9,1,3,0,0,2,0,0,0,1,3.1,0
4622,57,Female,Seoul,Android,Basic,CreditCard,Organic,16,9414.0,16.7,4.4,5,2,1,1,0,0,1,0,0,2.8,0
4623,28,Female,Daegu,Android,Premium,MobilePay,Referral,41,17794.0,11.6,5.1,4,4,0,0,12,0,0,1,1,3.3,0
4624,46,Male,Gwangju,Android,Standard,KakaoPay,Referral,10,13660.0,21.1,3.5,1,3,1,0,9,1,1,0,1,2.1,0
4625,42,Male,Other,Android,Basic,CreditCard,Ads,14,8345.0,20.3,5.5,1,3,1,2,20,0,0,1,1,3.5,1
4626,52,Female,Daegu,Web,Standard,CreditCard,Ads,30,14282.0,9.3,1.9,4,5,1,0,15,0,1,0,0,,0
4627,31,Male,Busan,iOS,Standard,BankTransfer,SNS,7,10052.0,21.6,7.0,1,3,2,1,11,1,1,1,0,,0
4628,30,Male,Seoul,iOS,Basic,,Affiliate,38,8623.0,10.0,3.0,5,4,0,0,25,0,0,1,0,3.7,0
4629,50,Male,Other,Android,Premium,KakaoPay,SNS,41,16806.0,7.2,3.0,1,2,0,0,0,0,1,0,0,3.0,0
4630,43,Female,Incheon,Android,Premium,BankTransfer,SNS,16,18961.0,48.0,2.4,3,5,0,0,4,0,1,0,0,,0
4631,21,Female,Daejeon,Web,Standard,BankTransfer,Referral,4,,8.4,2.9,2,4,0,0,10,0,0,1,0,4.3,0
4632,32,Female,Seoul,Android,Basic,KakaoPay,Organic,42,11056.0,22.5,2.8,3,4,1,0,30,1,1,1,1,3.5,0
4633,42,Male,Incheon,Android,Basic,CreditCard,Ads,49,7613.0,6.0,2.3,1,4,3,2,14,1,0,1,0,2.2,0
4634,47,Male,Busan,Web,Basic,MobilePay,Referral,20,8502.0,14.3,3.9,5,2,2,0,10,1,0,0,0,3.6,0
4635,31,Male,Seoul,Android,Basic,CreditCard,Organic,4,10835.0,19.0,3.8,1,2,1,1,19,0,0,1,0,2.5,0
4636,18,Female,Other,Android,Premium,BankTransfer,Referral,54,21071.0,11.9,3.4,3,3,0,0,10,0,1,0,0,3.3,0
4637,44,Female,Daegu,Tablet,Premium,KakaoPay,SNS,32,21026.0,35.1,5.5,2,3,1,0,7,0,1,1,0,4.3,0
4638,25,Female,Busan,Android,Basic,BankTransfer,SNS,24,7049.0,32.3,6.5,3,4,1,2,4,0,0,1,1,4.0,0
4639,18,Male,Other,iOS,Standard,CreditCard,Referral,17,13186.0,17.0,3.5,4,1,0,1,27,1,0,1,0,4.5,0
4640,18,Female,Incheon,Tablet,Basic,KakaoPay,Referral,8,7813.0,19.9,6.5,2,4,0,1,103,1,1,1,1,3.3,1
4641,47,Female,Seoul,Android,Basic,BankTransfer,SNS,22,9521.0,6.6,1.3,1,4,0,1,25,0,1,0,0,3.8,0
4642,39,Male,Other,Web,Basic,CreditCard,Ads,39,9844.0,28.6,4.4,4,1,0,0,27,0,0,0,0,2.8,0
4643,36,Male,Busan,Android,Basic,CreditCard,Ads,51,10491.0,1.6,5.5,4,4,1,0,12,0,1,1,0,4.9,0
4644,53,Female,Other,Web,Basic,CreditCard,Referral,21,9066.0,9.3,4.7,3,6,1,0,42,1,1,0,0,4.4,0
4645,45,Female,Other,Android,Basic,CreditCard,Referral,34,8254.0,,4.9,3,4,0,0,10,0,1,0,0,3.5,0
4646,56,Male,Seoul,Tablet,Standard,BankTransfer,SNS,31,12471.0,13.7,3.5,2,2,2,0,30,1,1,0,0,3.1,0
4647,23,Female,Incheon,iOS,Basic,BankTransfer,Ads,21,9008.0,6.8,5.3,3,2,1,1,8,0,0,0,0,2.2,1
4648,38,Female,Seoul,iOS,Standard,MobilePay,Ads,21,14166.0,23.3,5.2,2,3,1,0,14,0,1,0,0,4.2,0
4649,20,Male,Busan,Web,Premium,BankTransfer,Organic,22,20287.0,30.8,3.6,2,1,1,0,4,0,1,0,1,3.9,0
4650,35,Male,Daejeon,iOS,Basic,CreditCard,Referral,30,9314.0,19.4,5.5,2,3,1,1,4,0,1,0,1,4.5,0
4651,35,Male,Seoul,Android,Standard,CreditCard,Ads,20,11746.0,7.4,5.7,2,2,0,1,84,0,0,0,0,4.0,0
4652,45,Male,Seoul,Android,Basic,CreditCard,Ads,15,9174.0,29.7,2.6,3,4,0,0,39,1,1,1,0,3.4,0
4653,39,Male,Daegu,Android,Standard,KakaoPay,Organic,38,14031.0,9.7,4.7,2,1,1,1,6,0,1,0,0,3.3,0
4654,45,Male,Daegu,iOS,Basic,CreditCard,Referral,33,6135.0,7.3,4.2,6,3,1,0,14,0,1,0,0,3.2,0
4655,46,Female,Gwangju,Web,Standard,BankTransfer,Ads,31,13801.0,33.1,4.3,3,4,1,0,31,0,0,1,0,3.1,0
4656,62,Female,Other,iOS,Standard,MobilePay,Affiliate,27,13485.0,3.7,4.9,3,3,3,0,3,0,1,0,0,2.2,0
4657,35,Female,Daejeon,Android,Basic,KakaoPay,Organic,28,9898.0,9.5,4.5,4,2,2,0,0,1,1,0,0,3.1,0
4658,28,Male,Other,Web,Basic,CreditCard,SNS,31,8081.0,12.0,3.5,5,1,2,0,3,0,0,0,0,4.4,0
4659,41,Male,Seoul,Android,Standard,CreditCard,SNS,10,13368.0,14.6,2.7,1,2,3,1,4,0,1,0,0,4.6,0
