age,income,loan_amount,credit_score,late_payments,debt_ratio,employment_years,married,default
26,383.0,4858.0,676.0,0,28.2,20.0,0,0
29,394.0,1682.0,628.0,2,59.8,19.0,1,1
26,299.0,2927.0,603.0,0,41.9,23.0,0,0
52,521.0,1072.0,702.0,2,42.7,4.0,1,0
42,354.0,2384.0,632.0,2,18.2,27.0,0,0
40,317.0,1604.0,681.0,3,43.7,24.0,0,0
38,190.0,300.0,518.0,2,41.0,16.0,1,0
38,,1988.0,628.0,2,26.4,7.0,0,0
55,314.0,2162.0,661.0,2,43.0,5.0,1,0
48,582.0,2036.0,747.0,0,37.2,0.0,1,0
37,601.0,2382.0,596.0,1,39.4,12.0,0,1
21,232.0,1998.0,551.0,4,42.3,17.0,1,0
20,245.0,2252.0,706.0,18,,3.0,1,0
24,347.0,,665.0,0,45.0,14.0,1,0
39,282.0,2174.0,532.0,0,41.0,13.0,0,0
30,406.0,2072.0,536.0,1,47.7,15.0,0,1
61,341.0,1530.0,618.0,2,35.7,4.0,1,0
21,414.0,2646.0,663.0,2,29.2,29.0,1,1
22,502.0,1988.0,781.0,0,33.5,0.0,1,0
42,252.0,1927.0,584.0,1,59.3,25.0,1,0
31,499.0,2584.0,713.0,2,53.5,22.0,1,1
39,293.0,2359.0,513.0,2,56.6,28.0,1,0
24,638.0,1676.0,699.0,0,57.4,3.0,0,0
56,575.0,3138.0,791.0,3,36.4,29.0,1,0
57,366.0,1308.0,681.0,0,45.5,29.0,1,0
49,264.0,1426.0,617.0,1,42.9,29.0,1,0
28,241.0,2701.0,769.0,3,49.9,16.0,1,1
53,485.0,3513.0,698.0,1,38.5,27.0,1,1
63,376.0,1767.0,682.0,1,43.1,5.0,0,0
54,491.0,2510.0,589.0,2,42.9,24.0,1,0
41,645.0,1306.0,699.0,0,48.4,24.0,0,0
63,288.0,1503.0,615.0,0,49.9,26.0,1,0
43,232.0,3049.0,695.0,1,43.1,3.0,0,0
36,403.0,2474.0,674.0,0,43.5,6.0,0,0
29,517.0,3072.0,757.0,3,44.7,25.0,1,0
49,267.0,3015.0,624.0,2,61.8,0.0,1,1
65,384.0,633.0,658.0,2,21.2,9.0,1,0
42,544.0,1303.0,734.0,1,30.4,12.0,1,0
51,184.0,2406.0,651.0,0,50.1,8.0,1,0
36,408.0,927.0,668.0,1,45.2,13.0,1,0
36,315.0,1409.0,637.0,3,45.2,0.0,1,1
33,395.0,3270.0,657.0,1,50.0,29.0,1,0
28,465.0,1794.0,724.0,4,44.6,8.0,0,0
59,406.0,2733.0,817.0,2,35.3,5.0,0,1
21,259.0,2179.0,536.0,2,49.5,9.0,1,0
64,320.0,1690.0,569.0,4,42.3,10.0,1,1
44,551.0,952.0,659.0,4,36.6,6.0,1,0
58,419.0,2375.0,674.0,1,50.3,19.0,1,1
28,481.0,3291.0,,3,49.8,24.0,1,0
41,410.0,1711.0,,2,44.6,27.0,0,0
62,477.0,2251.0,571.0,3,62.6,21.0,1,0
65,,1060.0,621.0,0,,11.0,1,0
23,288.0,1696.0,735.0,2,54.0,21.0,0,0
45,472.0,2456.0,677.0,1,72.8,11.0,1,1
48,515.0,2758.0,724.0,3,40.2,13.0,1,0
64,270.0,2617.0,574.0,2,36.4,9.0,1,1
53,311.0,676.0,786.0,3,52.3,15.0,0,0
42,360.0,1857.0,625.0,6,39.0,21.0,0,0
56,574.0,1475.0,708.0,1,42.1,3.0,0,0
30,448.0,1968.0,660.0,2,30.2,28.0,0,0
25,221.0,2117.0,627.0,0,49.3,22.0,1,0
37,,3000.0,705.0,1,24.3,13.0,1,0
40,350.0,2421.0,718.0,3,40.8,1.0,1,1
61,239.0,3263.0,885.0,1,41.8,1.0,0,0
55,367.0,1675.0,721.0,3,36.8,28.0,0,0
60,345.0,1137.0,720.0,2,20.9,10.0,1,0
57,337.0,3291.0,762.0,2,20.8,10.0,0,0
53,331.0,2525.0,713.0,3,33.0,5.0,0,0
36,557.0,1643.0,667.0,1,48.5,24.0,0,0
56,,2528.0,696.0,1,45.5,2.0,1,0
44,386.0,2826.0,738.0,1,41.8,22.0,0,0
57,373.0,2289.0,781.0,0,31.4,8.0,0,0
31,319.0,,549.0,1,46.1,30.0,1,0
42,390.0,1869.0,519.0,2,20.4,27.0,1,0
61,388.0,2418.0,778.0,2,13.2,24.0,1,0
41,390.0,2349.0,606.0,2,39.1,2.0,1,1
40,277.0,3109.0,537.0,1,35.4,0.0,0,0
46,355.0,1993.0,530.0,2,54.2,1.0,1,1
50,471.0,1477.0,814.0,2,43.9,14.0,1,0
25,358.0,4133.0,740.0,2,61.8,10.0,1,1
46,399.0,2331.0,606.0,3,35.4,7.0,0,1
59,400.0,2826.0,610.0,2,47.8,15.0,0,0
53,10.0,2591.0,674.0,1,39.0,22.0,0,0
31,447.0,2340.0,739.0,1,58.6,16.0,0,0
64,359.0,2029.0,646.0,0,39.6,2.0,0,0
26,271.0,300.0,607.0,2,52.3,7.0,0,0
29,234.0,1403.0,761.0,1,29.1,6.0,1,0
64,502.0,2447.0,668.0,2,37.0,20.0,0,0
36,472.0,300.0,655.0,3,41.0,2.0,1,0
45,458.0,2254.0,717.0,2,57.2,6.0,1,0
40,477.0,2696.0,499.0,1,15.6,4.0,0,1
47,361.0,2825.0,708.0,2,38.0,0.0,0,1
65,305.0,2649.0,703.0,2,,4.0,1,0
21,262.0,2919.0,560.0,1,17.1,2.0,1,1
62,249.0,3404.0,515.0,1,36.4,17.0,1,0
20,525.0,3022.0,625.0,0,23.5,28.0,0,0
55,321.0,2348.0,685.0,3,14.0,18.0,1,0
45,507.0,2099.0,,4,38.9,9.0,0,0
48,358.0,2286.0,806.0,1,38.4,3.0,0,0
40,299.0,1993.0,685.0,0,39.1,29.0,0,0
30,249.0,3038.0,558.0,1,,12.0,0,1
59,309.0,2629.0,650.0,1,31.4,28.0,0,0
30,550.0,1914.0,566.0,2,63.5,0.0,1,0
55,250.0,3193.0,656.0,2,41.6,3.0,1,1
58,634.0,1981.0,783.0,0,57.4,8.0,0,0
59,279.0,1491.0,707.0,0,21.8,,1,0
54,470.0,2192.0,612.0,1,32.0,10.0,1,0
53,363.0,1582.0,717.0,2,50.2,6.0,1,0
43,342.0,2902.0,608.0,1,39.3,23.0,1,1
41,,1566.0,449.0,2,29.1,24.0,1,1
24,,2113.0,571.0,2,19.9,6.0,1,0
52,241.0,2905.0,707.0,1,50.8,12.0,1,0
55,178.0,1666.0,732.0,1,49.8,24.0,0,0
39,394.0,2508.0,807.0,4,44.9,25.0,0,1
38,304.0,1470.0,697.0,1,36.0,28.0,1,0
54,582.0,2383.0,778.0,1,28.6,29.0,1,0
62,500.0,2625.0,720.0,1,41.4,18.0,1,0
36,584.0,2168.0,745.0,1,26.2,16.0,0,0
64,298.0,2225.0,758.0,1,33.0,17.0,1,0
62,396.0,2533.0,709.0,4,57.1,29.0,1,1
53,80.0,1990.0,756.0,1,19.8,30.0,1,0
28,346.0,2867.0,614.0,2,50.1,25.0,0,1
45,392.0,3228.0,476.0,2,59.9,12.0,1,1
21,398.0,1506.0,722.0,3,51.8,16.0,0,1
28,375.0,3525.0,700.0,3,46.8,17.0,0,1
28,388.0,1972.0,600.0,0,36.4,,0,0
59,80.0,3696.0,569.0,1,34.2,20.0,1,1
36,411.0,1983.0,680.0,1,15.0,19.0,0,0
20,438.0,2731.0,727.0,0,42.4,1.0,0,0
44,541.0,2727.0,712.0,3,37.2,18.0,1,0
62,424.0,1910.0,588.0,1,33.6,14.0,0,0
59,364.0,,606.0,22,41.8,8.0,1,0
61,513.0,3280.0,724.0,1,42.7,29.0,0,0
44,97.0,1958.0,676.0,2,34.4,28.0,1,0
58,318.0,1887.0,755.0,1,61.4,28.0,0,0
54,288.0,1335.0,644.0,4,50.8,13.0,1,0
22,376.0,3376.0,729.0,2,52.8,18.0,1,0
56,116.0,1839.0,667.0,4,40.8,7.0,0,1
63,538.0,3100.0,612.0,1,48.1,11.0,1,0
63,350.0,1749.0,744.0,2,31.3,16.0,1,0
49,418.0,3076.0,591.0,1,50.0,11.0,0,0
57,407.0,2805.0,676.0,2,39.5,14.0,1,1
53,531.0,2029.0,684.0,1,29.7,,0,0
31,157.0,1649.0,660.0,2,41.7,1.0,1,1
120,393.0,,749.0,2,38.5,19.0,1,1
56,518.0,1701.0,716.0,1,69.9,17.0,1,0
63,368.0,2999.0,706.0,2,47.2,2.0,0,1
36,266.0,2320.0,675.0,4,61.0,4.0,1,0
29,308.0,1364.0,819.0,1,55.6,1.0,1,0
31,,2011.0,787.0,5,42.5,8.0,0,1
35,293.0,2102.0,744.0,1,36.7,23.0,1,1
43,362.0,596.0,730.0,2,21.1,4.0,0,0
38,561.0,2053.0,622.0,2,31.5,26.0,0,0
27,308.0,2742.0,666.0,1,50.0,16.0,0,0
50,321.0,2097.0,721.0,3,38.4,20.0,1,0
40,435.0,2391.0,754.0,0,46.5,19.0,1,0
36,359.0,2563.0,741.0,4,17.6,14.0,1,0
42,220.0,1943.0,716.0,2,47.4,29.0,0,1
56,373.0,2748.0,830.0,1,55.2,12.0,0,1
35,,3293.0,659.0,2,20.7,8.0,0,0
25,497.0,1057.0,751.0,1,46.5,1.0,1,0
27,263.0,1941.0,741.0,1,58.1,22.0,0,0
44,498.0,3947.0,706.0,4,62.2,1.0,0,1
37,368.0,2328.0,708.0,0,36.0,28.0,0,0
44,247.0,2174.0,707.0,2,51.4,28.0,1,0
31,223.0,2006.0,613.0,0,59.2,10.0,0,1
34,612.0,3156.0,702.0,3,46.8,27.0,0,1
45,361.0,1496.0,730.0,1,57.4,2.0,1,0
60,492.0,2895.0,696.0,3,41.6,29.0,1,0
64,175.0,1992.0,523.0,0,46.7,2.0,1,0
45,697.0,1638.0,543.0,2,34.5,9.0,1,1
51,487.0,2027.0,605.0,2,40.0,23.0,1,1
29,349.0,2165.0,661.0,2,47.2,1.0,1,0
35,343.0,1827.0,609.0,4,33.6,0.0,1,1
26,468.0,3035.0,722.0,2,39.3,5.0,1,0
36,461.0,1643.0,765.0,0,51.1,5.0,1,0
42,402.0,2305.0,777.0,3,66.6,10.0,0,0
45,381.0,2603.0,697.0,0,17.4,15.0,0,0
40,447.0,2297.0,757.0,1,65.7,30.0,0,0
41,171.0,2779.0,625.0,3,38.9,0.0,0,1
26,335.0,1875.0,658.0,3,53.6,4.0,1,0
33,182.0,2667.0,577.0,1,55.9,24.0,1,1
34,453.0,2689.0,767.0,2,60.8,25.0,0,1
26,299.0,2926.0,827.0,1,33.3,26.0,0,0
28,191.0,786.0,642.0,3,39.3,9.0,1,0
27,285.0,2582.0,980.0,1,41.4,20.0,0,1
42,,2876.0,594.0,1,37.7,27.0,1,0
48,355.0,1891.0,618.0,2,57.8,22.0,0,1
37,239.0,1789.0,564.0,2,41.1,5.0,0,0
50,175.0,1674.0,,1,22.6,10.0,1,1
49,389.0,1426.0,686.0,2,34.4,25.0,1,1
58,310.0,2699.0,723.0,1,23.1,15.0,1,0
54,349.0,3911.0,505.0,2,39.3,19.0,1,0
37,361.0,1783.0,627.0,5,50.1,12.0,1,0
61,432.0,1850.0,673.0,1,,11.0,0,0
58,482.0,2212.0,585.0,2,37.2,17.0,0,0
36,398.0,999.0,689.0,0,38.7,25.0,0,0
33,342.0,1678.0,661.0,2,43.7,12.0,0,1
50,383.0,2157.0,634.0,2,48.2,4.0,1,1
43,339.0,1530.0,601.0,3,51.7,27.0,0,0
54,183.0,3098.0,692.0,1,69.1,27.0,0,1
63,511.0,1230.0,609.0,1,43.5,29.0,0,0
64,488.0,2876.0,531.0,2,50.8,29.0,1,0
53,619.0,3301.0,672.0,0,22.9,25.0,0,0
22,654.0,2486.0,571.0,1,37.4,12.0,0,0
56,239.0,2097.0,1020.0,5,38.8,24.0,0,1
62,340.0,2385.0,680.0,2,29.8,12.0,1,0
59,681.0,1870.0,657.0,3,35.6,18.0,0,0
45,375.0,673.0,601.0,2,40.7,18.0,1,0
42,409.0,1466.0,688.0,2,35.9,12.0,1,0
63,197.0,2192.0,,1,73.2,27.0,1,0
58,398.0,1494.0,689.0,2,48.1,10.0,0,0
34,612.0,1890.0,686.0,3,66.0,15.0,0,1
23,534.0,2559.0,542.0,1,59.9,22.0,0,1
48,307.0,2309.0,773.0,2,34.3,13.0,1,0
41,332.0,2994.0,715.0,3,42.5,9.0,0,0
44,244.0,2421.0,594.0,0,36.8,1.0,1,0
32,278.0,2465.0,669.0,0,40.1,7.0,0,0
37,151.0,1666.0,684.0,0,30.3,30.0,0,0
52,370.0,1202.0,667.0,3,36.7,22.0,1,0
35,561.0,1890.0,813.0,1,46.3,7.0,1,0
64,423.0,1655.0,514.0,2,46.0,25.0,1,0
61,544.0,2075.0,552.0,1,45.0,21.0,0,1
63,509.0,1400.0,486.0,4,41.3,20.0,0,1
21,314.0,,676.0,3,52.3,26.0,1,1
54,289.0,1652.0,714.0,1,38.9,19.0,1,0
61,293.0,1927.0,699.0,0,58.7,13.0,0,0
53,174.0,2185.0,647.0,0,19.8,23.0,1,0
49,384.0,3042.0,703.0,0,49.9,13.0,0,1
32,80.0,3519.0,646.0,0,47.9,17.0,0,0
32,451.0,3571.0,729.0,0,33.9,14.0,1,0
37,389.0,1239.0,759.0,1,37.7,21.0,0,0
51,437.0,1920.0,596.0,0,47.6,29.0,0,0
51,507.0,1777.0,647.0,1,53.0,27.0,0,0
54,404.0,2478.0,660.0,0,21.0,15.0,1,0
58,576.0,2432.0,784.0,1,49.5,13.0,1,0
65,455.0,1763.0,605.0,1,36.5,9.0,0,1
48,289.0,1704.0,758.0,4,55.5,21.0,1,0
48,351.0,1452.0,553.0,1,19.9,20.0,0,0
63,109.0,300.0,769.0,0,71.3,1.0,1,0
35,272.0,1226.0,738.0,2,31.4,4.0,1,1
63,334.0,2850.0,658.0,2,59.2,30.0,1,1
29,446.0,3299.0,743.0,2,41.2,2.0,1,1
49,290.0,3211.0,630.0,4,32.2,22.0,1,0
44,230.0,2882.0,596.0,3,45.2,6.0,1,0
58,153.0,1441.0,,3,54.3,23.0,0,0
39,308.0,1314.0,627.0,2,23.4,26.0,1,0
24,614.0,842.0,724.0,2,50.4,11.0,1,0
20,413.0,1763.0,759.0,3,41.9,29.0,1,0
49,493.0,2265.0,735.0,0,48.9,9.0,0,0
22,272.0,1444.0,718.0,2,42.1,10.0,0,1
64,191.0,2523.0,724.0,1,35.1,29.0,0,0
33,233.0,2689.0,755.0,3,28.6,24.0,1,0
49,368.0,1844.0,695.0,2,50.1,16.0,0,0
23,,1195.0,667.0,3,50.0,3.0,0,1
37,259.0,3236.0,560.0,0,49.9,5.0,1,1
56,310.0,2226.0,695.0,2,47.1,6.0,1,0
44,221.0,3656.0,752.0,3,53.3,26.0,1,1
20,125.0,2269.0,582.0,0,58.9,4.0,0,1
65,415.0,2322.0,652.0,3,19.5,5.0,1,0
34,386.0,1477.0,704.0,2,13.9,16.0,1,0
28,,1882.0,791.0,1,62.6,13.0,1,1
34,247.0,1031.0,577.0,1,25.9,10.0,0,0
43,471.0,1192.0,733.0,2,29.0,4.0,1,0
23,564.0,2756.0,641.0,2,38.5,1.0,0,1
31,411.0,1988.0,616.0,0,22.2,30.0,1,0
56,307.0,1883.0,597.0,1,37.4,13.0,0,0
56,397.0,1645.0,618.0,1,30.6,,1,0
62,301.0,1911.0,710.0,0,39.2,15.0,0,0
25,281.0,3050.0,652.0,1,45.4,1.0,0,0
58,462.0,2308.0,727.0,6,37.9,16.0,1,1
65,363.0,1315.0,580.0,1,37.3,25.0,1,0
43,525.0,2973.0,726.0,2,45.1,15.0,0,0
30,327.0,3494.0,705.0,1,54.5,8.0,1,0
32,339.0,2571.0,549.0,1,61.2,19.0,0,0
53,312.0,2868.0,790.0,1,39.4,19.0,1,0
44,246.0,3116.0,697.0,1,63.9,8.0,1,0
26,478.0,958.0,731.0,1,52.5,4.0,1,0
23,642.0,22000.0,762.0,1,27.2,3.0,1,0
27,334.0,3024.0,747.0,1,26.9,6.0,0,0
39,298.0,2567.0,660.0,0,35.1,28.0,0,0
48,291.0,2106.0,728.0,0,59.3,28.0,0,0
64,298.0,1197.0,525.0,1,36.0,4.0,0,0
65,578.0,1951.0,702.0,4,19.3,23.0,1,0
29,294.0,2536.0,809.0,1,39.3,2.0,0,0
62,310.0,1372.0,614.0,3,18.2,29.0,1,0
53,231.0,2148.0,743.0,0,29.3,7.0,1,0
45,415.0,1312.0,812.0,1,35.0,30.0,1,0
60,372.0,1912.0,725.0,1,43.8,15.0,0,0
22,244.0,1186.0,752.0,3,54.3,26.0,0,0
25,273.0,1107.0,544.0,1,50.3,,0,0
24,564.0,2455.0,595.0,2,27.8,29.0,0,0
24,384.0,1765.0,784.0,2,37.5,28.0,1,0
42,392.0,1836.0,747.0,2,42.9,8.0,1,1
28,393.0,1725.0,710.0,1,38.9,21.0,1,0
54,547.0,4242.0,649.0,0,38.8,19.0,1,0
39,255.0,2656.0,693.0,3,21.3,17.0,1,0
61,332.0,2736.0,809.0,3,28.2,10.0,0,0
54,360.0,1618.0,662.0,2,37.2,18.0,1,0
37,173.0,2579.0,726.0,3,4.9,6.0,1,1
36,270.0,2029.0,724.0,1,49.7,9.0,1,0
43,506.0,1612.0,617.0,1,25.5,4.0,1,0
22,471.0,3647.0,623.0,0,50.2,6.0,0,0
51,492.0,2630.0,792.0,2,49.2,22.0,0,0
54,309.0,2592.0,716.0,2,35.5,5.0,0,0
57,324.0,1471.0,616.0,2,54.0,30.0,1,0
32,165.0,1247.0,645.0,1,50.9,17.0,0,0
44,492.0,2157.0,591.0,0,38.3,20.0,0,0
28,512.0,1770.0,755.0,0,36.9,14.0,1,0
23,510.0,2659.0,650.0,2,55.2,26.0,0,0
33,572.0,2709.0,651.0,1,44.8,30.0,0,0
56,431.0,,737.0,1,54.5,9.0,1,1
53,567.0,2821.0,536.0,2,13.3,5.0,0,0
30,356.0,2345.0,667.0,5,43.2,23.0,1,0
60,168.0,1546.0,669.0,3,23.1,0.0,1,1
22,483.0,2051.0,647.0,0,41.7,27.0,1,0
47,164.0,2302.0,626.0,3,50.6,,1,0
48,400.0,2897.0,613.0,1,62.9,27.0,0,1
28,495.0,2369.0,693.0,1,30.7,9.0,1,0
22,419.0,1771.0,589.0,1,35.7,22.0,1,0
44,653.0,2925.0,683.0,2,40.9,14.0,0,0
53,144.0,2486.0,626.0,0,30.3,13.0,0,0
31,370.0,3359.0,631.0,1,53.7,15.0,1,0
61,382.0,2265.0,686.0,0,41.2,4.0,1,0
28,219.0,1422.0,630.0,4,43.5,13.0,1,0
34,242.0,3083.0,771.0,0,49.4,15.0,0,0
59,279.0,1767.0,659.0,1,41.1,13.0,1,1
44,248.0,2422.0,754.0,1,32.2,6.0,1,0
24,367.0,2339.0,609.0,0,41.2,30.0,1,1
30,308.0,2234.0,607.0,1,31.7,18.0,1,0
53,418.0,2073.0,537.0,0,43.3,3.0,1,1
43,458.0,961.0,631.0,0,54.0,17.0,0,0
34,450.0,1448.0,651.0,0,27.9,27.0,0,0
57,331.0,3042.0,676.0,2,,21.0,0,0
27,414.0,2522.0,726.0,2,42.6,20.0,1,0
24,504.0,3632.0,720.0,2,32.8,14.0,1,0
45,433.0,1422.0,761.0,2,42.4,16.0,1,0
37,603.0,2177.0,599.0,1,45.8,,1,0
25,498.0,3072.0,672.0,2,16.3,0.0,0,1
56,586.0,1776.0,590.0,1,50.3,23.0,0,0
32,81.0,1836.0,703.0,1,28.0,14.0,0,0
47,392.0,1980.0,814.0,4,41.7,15.0,1,0
24,341.0,1866.0,574.0,3,170.0,23.0,0,0
32,365.0,2599.0,725.0,1,35.4,,0,0
36,283.0,865.0,754.0,1,62.3,10.0,0,0
59,428.0,3432.0,599.0,2,45.8,8.0,1,1
64,163.0,1480.0,705.0,3,52.9,16.0,1,1
51,428.0,612.0,641.0,3,43.8,30.0,1,0
48,287.0,2192.0,660.0,2,49.4,25.0,0,0
22,320.0,1917.0,639.0,0,47.0,14.0,0,0
59,433.0,2067.0,652.0,1,45.1,7.0,0,0
53,389.0,2434.0,762.0,2,55.3,17.0,0,1
59,506.0,2684.0,664.0,0,43.9,7.0,1,0
46,264.0,3465.0,622.0,4,69.4,2.0,1,1
32,370.0,1682.0,676.0,1,53.5,,1,0
64,487.0,2781.0,500.0,3,28.3,22.0,1,0
52,,2732.0,605.0,1,39.9,18.0,1,0
25,431.0,,770.0,3,46.8,13.0,1,0
43,513.0,1575.0,658.0,1,42.5,1.0,1,0
38,331.0,1235.0,632.0,2,50.2,30.0,1,0
35,306.0,2536.0,684.0,3,51.6,0.0,1,0
59,449.0,2453.0,729.0,2,25.7,29.0,1,1
47,362.0,2468.0,776.0,2,57.4,4.0,0,0
52,515.0,1971.0,634.0,2,36.0,16.0,0,0
60,424.0,2046.0,636.0,1,34.8,0.0,0,1
32,305.0,2179.0,652.0,3,34.8,20.0,0,0
62,421.0,1899.0,752.0,3,51.7,,0,1
64,272.0,2783.0,675.0,0,38.8,2.0,0,0
44,494.0,1398.0,843.0,1,34.0,9.0,0,0
61,212.0,1614.0,657.0,1,36.9,18.0,1,0
55,527.0,2291.0,811.0,1,20.5,10.0,0,0
46,419.0,1924.0,599.0,2,31.9,22.0,1,0
57,360.0,1368.0,559.0,2,27.1,30.0,1,0
26,472.0,2599.0,662.0,1,38.8,2.0,0,0
24,441.0,1771.0,761.0,3,50.0,1.0,0,0
62,540.0,1566.0,632.0,2,48.6,2.0,1,0
64,539.0,2069.0,621.0,1,57.1,14.0,0,1
50,422.0,1530.0,752.0,2,54.4,26.0,1,0
42,275.0,2174.0,726.0,4,35.7,19.0,0,1
61,315.0,1930.0,607.0,1,42.2,8.0,0,1
29,371.0,1816.0,602.0,2,41.6,14.0,1,0
51,510.0,1820.0,736.0,3,16.2,27.0,0,0
62,325.0,2947.0,539.0,2,27.4,1.0,1,0
49,335.0,2477.0,,2,40.0,29.0,1,0
58,602.0,918.0,725.0,2,39.9,5.0,0,0
50,367.0,2862.0,488.0,1,48.1,4.0,0,0
37,304.0,2587.0,671.0,3,47.6,5.0,1,1
55,473.0,2543.0,512.0,6,20.8,4.0,1,0
21,373.0,2866.0,574.0,6,48.2,21.0,0,1
33,213.0,2211.0,630.0,0,44.1,11.0,0,0
32,505.0,2665.0,569.0,2,49.5,3.0,1,0
48,290.0,1852.0,847.0,2,54.8,23.0,1,0
31,385.0,2836.0,739.0,5,40.3,27.0,1,0
58,372.0,2364.0,779.0,2,56.9,24.0,0,0
21,408.0,1167.0,659.0,2,31.3,25.0,0,0
51,117.0,2977.0,672.0,1,30.7,22.0,1,1
32,340.0,2103.0,796.0,2,47.1,29.0,0,0
65,515.0,1999.0,705.0,5,37.6,13.0,0,0
46,532.0,1868.0,719.0,0,45.1,13.0,0,0
60,261.0,1923.0,597.0,0,65.9,10.0,0,1
36,490.0,2372.0,597.0,3,46.7,27.0,1,0
59,289.0,1459.0,691.0,2,44.5,0.0,1,0
50,335.0,1024.0,700.0,2,31.6,20.0,0,0
53,341.0,,590.0,3,21.6,,1,0
43,393.0,2486.0,699.0,2,41.1,30.0,0,0
64,500.0,2079.0,572.0,2,54.8,4.0,0,1
54,412.0,3035.0,671.0,4,38.1,4.0,1,1
25,365.0,2151.0,555.0,0,46.8,11.0,1,0
38,496.0,2832.0,776.0,35,59.1,4.0,1,1
49,284.0,1680.0,645.0,1,58.8,20.0,0,1
26,371.0,1874.0,615.0,1,47.1,12.0,1,0
29,499.0,2207.0,578.0,3,44.0,10.0,0,0
60,444.0,2090.0,571.0,2,23.8,20.0,1,0
51,324.0,2020.0,705.0,2,34.4,0.0,0,0
53,198.0,1546.0,750.0,0,38.6,11.0,0,0
47,417.0,1011.0,742.0,2,31.8,,0,0
34,191.0,2673.0,782.0,0,45.0,26.0,0,0
49,354.0,2589.0,810.0,2,64.9,10.0,1,1
56,521.0,1740.0,747.0,2,60.2,11.0,1,0
48,452.0,2484.0,630.0,2,44.9,28.0,1,0
41,137.0,2075.0,684.0,0,51.4,5.0,1,0
23,404.0,3030.0,489.0,2,,23.0,1,1
39,342.0,1216.0,721.0,2,59.6,29.0,0,1
51,227.0,2105.0,682.0,2,23.3,4.0,0,0
55,420.0,2045.0,798.0,2,53.0,17.0,0,0
23,321.0,2321.0,611.0,0,47.9,15.0,0,0
46,322.0,3353.0,711.0,0,32.9,12.0,1,0
36,395.0,2107.0,590.0,1,39.5,6.0,1,0
31,305.0,2757.0,661.0,2,28.4,13.0,0,0
41,391.0,2089.0,539.0,1,28.9,0.0,1,1
36,309.0,3003.0,778.0,0,22.9,20.0,0,0
29,315.0,2765.0,754.0,1,51.2,27.0,1,0
20,499.0,1950.0,632.0,3,56.5,20.0,0,0
41,511.0,1896.0,691.0,0,16.1,11.0,0,0
45,175.0,2565.0,673.0,1,64.1,2.0,0,1
37,470.0,1708.0,621.0,1,41.9,17.0,1,0
33,548.0,2343.0,,2,45.5,10.0,1,0
48,567.0,1933.0,635.0,2,24.3,19.0,1,0
31,,2476.0,748.0,1,57.8,6.0,0,1
55,253.0,2079.0,653.0,1,44.4,9.0,1,0
54,456.0,1681.0,861.0,1,55.7,18.0,0,0
31,276.0,3029.0,664.0,0,56.7,12.0,1,0
26,339.0,2380.0,679.0,2,58.0,13.0,1,0
48,426.0,2160.0,712.0,0,34.2,14.0,1,0
30,283.0,2515.0,737.0,2,39.5,5.0,1,0
52,242.0,947.0,676.0,0,34.7,6.0,0,0
25,436.0,3768.0,711.0,2,52.7,12.0,0,1
34,604.0,,685.0,0,46.0,15.0,1,0
51,529.0,728.0,608.0,1,54.8,14.0,0,0
30,465.0,3098.0,586.0,1,55.4,17.0,0,0
42,498.0,1636.0,726.0,1,21.3,2.0,0,0
45,457.0,2983.0,791.0,1,58.2,15.0,1,1
53,434.0,2291.0,540.0,1,53.4,24.0,0,0
65,488.0,1022.0,555.0,3,37.6,0.0,0,0
53,216.0,2396.0,554.0,0,46.2,23.0,0,0
48,404.0,2341.0,732.0,1,40.5,0.0,1,1
23,370.0,3064.0,739.0,2,49.4,18.0,1,1
36,389.0,2592.0,592.0,4,37.5,5.0,1,1
54,325.0,1270.0,846.0,4,47.7,10.0,0,1
32,442.0,2952.0,639.0,0,42.8,23.0,0,0
60,282.0,1889.0,785.0,8,36.8,6.0,1,0
58,316.0,3490.0,735.0,1,44.3,2.0,1,1
34,302.0,1934.0,593.0,0,74.5,27.0,0,0
48,484.0,2042.0,637.0,0,33.8,5.0,1,0
48,,1584.0,600.0,0,39.0,0.0,0,0
30,325.0,,562.0,0,34.0,7.0,0,0
51,335.0,1628.0,650.0,3,35.2,24.0,0,0
21,380.0,3082.0,,1,51.8,24.0,0,1
33,575.0,1201.0,656.0,3,50.6,13.0,0,1
39,232.0,2803.0,825.0,2,41.9,3.0,0,0
41,461.0,2821.0,726.0,1,54.3,3.0,0,0
30,437.0,3233.0,,3,51.5,22.0,0,0
46,274.0,2233.0,619.0,0,40.1,22.0,0,0
22,556.0,1430.0,638.0,1,23.6,15.0,0,0
36,445.0,2071.0,836.0,3,52.0,10.0,1,0
63,319.0,2646.0,583.0,4,44.0,21.0,0,0
47,157.0,2264.0,670.0,1,42.3,6.0,1,0
48,407.0,2475.0,707.0,1,36.4,,1,0
40,375.0,3224.0,767.0,3,50.9,0.0,1,0
35,256.0,2637.0,643.0,2,46.2,8.0,1,0
56,255.0,2349.0,593.0,0,39.2,29.0,0,0
39,484.0,817.0,693.0,2,27.3,28.0,0,0
25,145.0,1612.0,775.0,0,,5.0,1,0
38,418.0,1896.0,648.0,0,49.3,23.0,0,0
24,358.0,717.0,603.0,5,45.1,30.0,0,0
22,440.0,1368.0,679.0,1,10.1,12.0,0,0
20,345.0,1999.0,540.0,0,41.5,20.0,1,1
57,415.0,2121.0,653.0,1,39.1,11.0,0,0
